"DATE","GDP87","USAPGDP","PCOM","FF","NBR","TOTR","M1","M2","MB"
"1975:01",805.642676752298,-73.418056922537,-2.45333333333333,6.30333333333333,975.181158585656,976.005973236753,561.689230244219,682.574953470127,1138.8359477017
"1975:02",806.790157976752,-72.053744811038,-1.11,5.42,976.409137659361,977.121251322631,563.180897503111,686.171134048073,1140.58709226666
"1975:03",808.637950561963,-69.9660856020287,-0.17,6.16,976.545078785248,978.180944091086,565.061608208579,689.743554657528,1142.66120261832
"1975:04",809.940243361744,-68.2843573820947,1.11,5.41333333333333,977.765974429664,978.429101836124,565.843637288932,692.188826944805,1144.28891921866
"1976:01",811.871362748179,-66.9913946149661,1.15333333333333,4.82666666666667,978.145173661554,978.502303472352,567.183303934942,695.298355158521,1146.20005237849
"1976:02",812.243060644121,-65.7118801205475,1.18333333333333,5.19666666666667,978.547324013734,979.078533762223,568.821752238515,698.360459126558,1148.40526274011
"1976:03",812.592680270789,-64.1614340775179,1.52666666666667,5.28333333333333,979.097186998614,979.642188022094,569.865825713876,701.064273915757,1150.14161528704
"1976:04",813.631337306638,-62.4460730357813,0.66,4.87333333333333,980.892042992975,981.292442098171,571.757579678854,704.705334566766,1152.1135007603
"1977:01",815.08718704257,-61.0940967875101,0.29,4.66,981.431019513999,981.874632408104,574.097121021069,708.02509416248,1153.99827591708
"1977:02",816.763571524637,-59.0564988957632,0.346666666666667,5.15666666666667,981.634889471937,982.615644293311,575.858626669688,710.731626803874,1155.81919680137
"1977:03",818.155260887488,-57.3128507933953,0.0866666666666667,5.82,980.7893999252,984.409134257947,577.527592080245,713.129875031767,1158.21467548122
"1977:04",817.953625331327,-55.550337638233,0.36,6.51333333333333,980.234037053117,985.158003446411,579.636165594929,715.323419521548,1160.40846169247
"1978:01",818.640874858464,-54.1393714424233,0.79,6.75666666666667,985.077219486413,987.194528452625,581.611860405045,717.165682276851,1162.82670040795
"1978:02",821.797820315073,-51.5467258020553,0.406666666666667,7.28333333333333,983.570823011484,988.551025830547,583.821623779973,718.939412788663,1164.73718555231
"1978:03",822.566372723556,-49.6060272677747,0.67,8.1,984.350751459753,990.388747255746,585.793315448346,720.914299849003,1167.07522368269
"1978:04",823.737346290847,-47.4352153889953,1.25,9.58333333333333,985.01922554779,989.904436283875,587.493073085203,723.005614582953,1169.30835720826
"1979:01",823.769090643264,-45.4800278997844,1.21,10.0733333333333,982.876400634019,988.066236189418,588.730701128338,724.639183843273,1170.86046325498
"1979:02",823.861620821312,-43.3426872207127,1.51,10.18,981.219429408974,988.438967684419,591.206052432071,726.973280601171,1172.51860106253
"1979:03",824.472808476932,-41.1405237132816,1.14333333333333,10.9466666666667,984.182489214402,990.360421239777,593.656827856927,729.415082436995,1175.24619154906
"1979:04",824.659108894233,-39.1511635505861,1.16666666666667,13.5766666666667,983.615401787376,992.806633751017,594.507150753827,730.791746251792,1177.77738210131
"1980:01",825.082893764746,-36.8476283530119,1.42666666666667,15.0466666666667,984.262227676485,993.753464917518,596.16065334405,732.550023573209,1179.65744153078
"1980:02",822.486032074903,-34.4849941975304,0.226666666666667,12.6866666666667,989.33193646205,993.051889158716,595.324333428778,733.706711356458,1181.40591573452
"1980:03",822.510141047576,-32.2133319614631,-0.556666666666667,9.83666666666667,992.425376771993,995.289657279367,598.996342098172,737.127962963011,1183.46079175473
"1980:04",824.499068981284,-29.593448887571,0.34,15.8533333333333,990.774514278877,998.831877694146,601.696983751635,739.340667419941,1185.82134899904
"1981:01",825.855198774887,-26.780580100158,0.126666666666667,16.57,993.613220353188,999.249000158114,602.82785202307,741.105263632734,1186.5367127872
"1981:02",825.437282294913,-25.034131509643,0.133333333333333,17.78,992.6161869575,1001.31637422616,605.224601936784,743.706894086026,1188.10463204935
"1981:03",825.958758654693,-22.7032589143031,0.0933333333333333,17.5766666666667,995.230946223341,1001.63994843468,605.709622053681,745.778238494726,1189.42048875344
"1981:04",824.357180261279,-20.5608673372793,-0.52,13.5866666666667,998.888512804836,1001.49842035498,606.958232637193,748.279437106175,1190.45891027647
"1982:01",823.11364640419,-19.4272022949646,-0.973333333333333,14.2266666666667,996.095425218446,1002.38154953157,609.221445020813,750.596887548334,1192.08519857597
"1982:02",823.51220150717,-18.1171360683295,-1.15,14.5133333333333,996.40023644021,1001.54313507581,610.188722835807,752.493892073504,1193.67433481036
"1982:03",823.068376448021,-17.1028226465244,-0.776666666666667,11.0066666666667,998.871678689696,1001.70394272202,611.397712158337,754.681579363832,1195.43667120497
"1982:04",823.206784774615,-16.2694182519773,-0.23,9.28666666666667,1003.78144619866,1005.53928562493,615.400847629326,757.035733771392,1197.56316995469
"1983:01",823.840478613458,-15.0487953930042,0.176666666666667,8.65333333333333,1006.31941979341,1007.94137022412,618.167159817593,762.093381884704,1200.22373182692
"1983:02",826.526428867027,-14.3457169920537,0.463333333333333,8.80333333333333,1010.38945768765,1012.71243155348,621.20715507702,764.848554628024,1203.12905950938
"1983:03",828.005213045817,-13.36617848881,1.31333333333333,9.46,1010.38263747526,1014.20712883382,623.526003815305,766.555034969865,1205.08758631729
"1983:04",829.707007399552,-12.3128044281408,1.97,9.43,1011.26403548232,1014.2727525237,625.273847378346,768.577961625851,1206.99779705025
"1984:01",831.617799217503,-10.9076094723702,1.33666666666667,9.68666666666667,1012.58975014966,1015.48038326672,626.884372656387,770.539760087153,1208.89412724956
"1984:02",832.941678393932,-9.86797500490573,0.586666666666667,10.5566666666667,1009.12940395607,1016.54158245368,628.562558565747,772.594794851631,1210.66205665585
"1984:03",833.48076325742,-8.72732462136365,-0.25,11.39,1013.47447655605,1016.94862301568,629.52044989334,774.173629100693,1212.15381984154
"1984:04",834.145789749702,-8.06806966585636,-0.763333333333333,9.26666666666667,1015.43889325614,1018.40568893507,630.591025682898,776.380048384101,1213.46178173419
"1985:01",834.801685637197,-6.90808540799906,-0.77,8.47666666666667,1020.32834553714,1022.00000066558,633.150184989369,779.310558794966,1215.17414079292
"1985:02",835.580303637751,-6.23785916694005,-0.72,7.92333333333333,1023.17715953046,1025.30757782332,635.610766069589,780.88240761502,1217.06043499105
"1985:03",836.846113761584,-5.53689629364943,-0.703333333333333,7.9,1027.78288566483,1029.75321384782,639.119099835525,783.115402231567,1219.52593924667
"1985:04",837.41308085744,-4.55589761006449,-0.536666666666667,8.10333333333333,1030.93747937558,1033.77128700933,641.896290828422,784.768440942169,1221.6475019411
"1986:01",838.719839480005,-4.06274646059228,-0.2,7.82666666666667,1035.77110782781,1036.72739782963,644.025517995444,786.123902859838,1223.33116069169
"1986:02",838.656045078078,-3.61304772426489,-0.126666666666667,6.92,1040.5322884464,1041.35929169776,647.897036555236,788.71084431105,1225.50643766852
"1986:03",839.221936387427,-2.81307329922693,0.356666666666667,6.20666666666667,1045.8913623471,1047.04004611326,652.076839211975,791.354540128312,1227.96932370285
"1986:04",839.550002113751,-2.06541112073962,1.08666666666667,6.26666666666667,1051.96366912754,1053.03969913227,656.329119243137,793.662441477259,1230.54261551996
"1987:01",840.290404501411,-1.165963842098,1.01666666666667,6.22,1056.62614325742,1057.38862710863,659.509722046018,795.151238169634,1232.99246351806
"1987:02",841.522690882643,-0.452820910921861,1.02333333333333,6.65,1057.38265937701,1059.05076675741,661.248896317205,795.894979465443,1234.72929442764
"1987:03",842.492438195282,0.310967314359476,1.26,6.84333333333333,1056.5410628341,1057.84283311541,661.392098704516,796.721085244905,1236.0753184957
"1987:04",843.933975221137,1.23544569721684,0.8,6.91666666666667,1057.0436195503,1057.91070162279,662.4330796783,797.890501119391,1238.18925568026
"1988:01",844.576163446592,2.06433981182085,0.32,6.66333333333333,1057.28968729179,1058.28653690101,663.173823806086,799.464355363957,1240.03214007686
"1988:02",845.633854314575,3.18788760339177,0.446666666666667,7.15666666666667,1058.74257940108,1059.88738909766,665.027904858742,801.346454663554,1241.99426635787
"1988:03",846.263140342355,4.39658487792793,0.496666666666667,7.98333333333333,1059.28609546765,1061.1679326856,666.321783498026,802.190183920374,1243.8813990316
"1988:04",847.213306200964,5.3940581212535,0.416666666666667,8.47,1059.34881210341,1060.61889459009,666.623558246222,803.03444770317,1245.2022152768
"1989:01",848.003115772747,6.67208359303124,0.813333333333333,9.44333333333333,1058.9450655966,1060.221911139,666.487659809373,803.624994213212,1246.2755416219
"1989:02",848.446336679332,7.76075834010044,0.343333333333333,9.72666666666667,1056.75148345222,1058.18087019774,665.428137786009,804.141290939305,1247.00957897058
"1989:03",848.446336679332,8.70096548692517,-0.413333333333333,9.08333333333333,1056.9177886863,1058.52535457225,665.912296490076,805.977141103933,1248.00816663946
"1989:04",848.811447391557,9.57649306956978,-0.55,8.61333333333333,1059.24677298514,1060.17134810613,667.173754318432,807.797479650268,1249.13881699148
"1990:01",849.664348512603,10.890850842805,-0.933333333333333,8.25,1060.2484257885,1061.483476974,668.260972499725,809.248409994131,1251.09927850932
"1990:02",850.047420480936,11.9438016611248,-0.166666666666667,8.24333333333333,1060.67748149223,1061.67722716235,669.340627534942,810.192014231699,1253.18786760731
"1990:03",849.831613564655,12.9308691535318,0.24,8.16,1060.215281378,1061.77273776353,670.44960509733,811.172808330807,1255.71015136718
"1990:04",849.027410206497,13.9872704328184,-0.16,7.74333333333333,1061.63229747655,1062.36579610247,671.242953305293,811.710360924491,1258.1353422461
"1991:01",848.5083137498,15.1988670088969,-0.623333333333333,6.42666666666667,1064.13371888784,1064.85865606031,672.523370218552,812.662654797004,1261.31974866303
"1991:02",849.041791157925,15.8838094628778,-0.613333333333333,5.86333333333333,1064.92271832152,1065.46834912027,674.539319992779,813.779536037024,1262.57058000733
"1991:03",849.288000683395,16.5795385594166,-0.583333333333333,5.64333333333333,1066.44101971766,1067.50068152824,676.446210915566,814.055846497595,1264.08969674629
"1991:04",849.306441983764,17.1962397913876,-0.606666666666667,4.81666666666667,1070.28249044944,1070.69156238302,678.874649239994,814.539494077856,1266.01638831908
"1992:01",850.075888495281,18.1406224922266,-0.136666666666667,4.02333333333333,1076.61735487696,1076.89760974799,682.910881832414,815.507488781144,1268.32908123014
"1992:02",850.663767747672,18.8082260648538,0.67,3.77,1080.21165637372,1080.53141817995,685.677772421727,815.567798083528,1270.33032747178
"1992:03",851.529138412664,19.1463755739045,0.566666666666667,3.25666666666667,1082.27737933901,1082.82291417798,688.318932503689,815.839217947196,1272.77294002498
"1992:04",852.926009263438,19.8080565640865,-0.02,3.03666666666667,1088.74493938657,1088.97520080378,692.231543031347,816.481377039966,1275.92573219371
"1993:01",853.214091546336,20.593727866527,-0.143333333333333,3.04,1091.20596395283,1091.38816757322,694.193123744928,816.240218603603,1278.22345971013
"1993:02",853.805408208357,21.0234957154207,-0.36666666,3,1093.7721307268,1093.99407092959,696.95713476066,816.79855358487,1280.70140725642
"1993:03",854.469162011805,21.2966242140856,-0.45999999,3.06,1096.44845054095,1097.03798163137,699.85096422506,817.489065826571,1283.32990166989
"1993:04",855.986946569667,21.6313070778683,-0.036666667,2.99,1100.23720263807,1100.49014685343,702.242235396026,818.169248270891,1285.86018038217
"1994:01",856.809540934336,22.2888819285222,0.813333366666667,3.21333333333333,1101.20941754897,1101.31881381897,703.60312192107,818.616742912291,1288.27380785637
"1994:02",857.811894435873,23.0235260968716,1.50333336666667,3.94,1100.16386237487,1100.52836563705,704.266488809651,819.044683801946,1290.34799057183
"1994:03",858.802437217683,23.5432185227541,2.41333326666667,4.48666666666667,1099.27451107237,1100.06432252986,704.867597003851,819.290245809707,1292.20871967036
"1994:04",860.0393984009,23.8476827116978,2.15666676666667,5.16666666666667,1098.75556971522,1099.22683366243,704.571850318398,819.214610515782,1293.91334081287
"1995:01",860.705217678457,24.3379456742482,1.77999996666667,5.81,1098.15285852554,1098.30019655123,704.583464720269,819.628979565111,1295.49036347155
"1995:02",860.98088351257,24.7407424099486,1.18666667,6.02,1095.97604923803,1096.28391272509,704.356740209579,820.697462472388,1297.04041834058
